m1_bed	InnoDB	0	0.05	2026-01-30 02:26:34	NULL
m1_bed_history	InnoDB	0	0.05	2026-01-30 02:26:34	NULL
m1_branch	InnoDB	3	0.05	2026-01-30 02:26:34	NULL
m1_branch_history	InnoDB	11	0.05	2026-01-30 02:26:34	NULL
m1_branch_terkait	NULL	NULL	NULL	2026-01-30 02:35:26	NULL
m1_checking_category	InnoDB	0	0.03	2026-01-30 02:26:34	NULL
m1_checking_category_history	InnoDB	0	0.05	2026-01-30 02:26:34	NULL
m1_city	InnoDB	5	0.05	2026-01-30 02:26:35	NULL
m1_city_history	InnoDB	0	0.05	2026-01-30 02:26:35	NULL
m1_city_terkait	NULL	NULL	NULL	2026-01-30 02:35:26	NULL
m1_class	InnoDB	0	0.05	2026-01-30 02:26:35	NULL
m1_class_history	InnoDB	0	0.05	2026-01-30 02:26:35	NULL
m1_class_product	InnoDB	0	0.05	2026-01-30 02:26:35	NULL
m1_class_product_history	InnoDB	0	0.05	2026-01-30 02:26:35	NULL
m1_coa	InnoDB	409	0.34	2026-01-30 02:26:35	NULL
m1_coa_copy1	InnoDB	246	0.28	2026-01-30 02:26:40	NULL
m1_coa_history	InnoDB	14	0.17	2026-01-30 02:26:43	NULL
m1_coa_search	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_cogs_fifo_in	InnoDB	2622	0.83	2026-01-30 02:26:43	NULL
m1_cogs_fifo_out	InnoDB	208	0.11	2026-01-30 02:27:10	NULL
m1_cogs_special_in	InnoDB	0	0.08	2026-01-30 02:27:12	NULL
m1_cogs_special_in_cd	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_cogs_special_out	InnoDB	0	0.09	2026-01-30 02:27:13	NULL
m1_colleague	InnoDB	0	0.02	2026-01-30 02:27:13	NULL
m1_color	InnoDB	0	0.05	2026-01-30 02:27:13	NULL
m1_color_history	InnoDB	0	0.05	2026-01-30 02:27:13	NULL
m1_commission	InnoDB	0	0.03	2026-01-30 02:27:13	NULL
m1_commission_detail	InnoDB	0	0.02	2026-01-30 02:27:13	NULL
m1_commission_detail_history	InnoDB	0	0.02	2026-01-30 02:27:13	NULL
m1_commission_history	InnoDB	0	0.03	2026-01-30 02:27:13	NULL
m1_contact	InnoDB	23	0.17	2026-01-30 02:27:13	NULL
m1_contact_attention	InnoDB	11	0.03	2026-01-30 02:27:14	NULL
m1_contact_attention_cd	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_contact_attention_history	InnoDB	8	0.03	2026-01-30 02:27:14	NULL
m1_contact_category	InnoDB	5	0.05	2026-01-30 02:27:14	NULL
m1_contact_category_history	InnoDB	0	0.05	2026-01-30 02:27:14	NULL
m1_contact_cd	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_contact_comment	InnoDB	0	0.05	2026-01-30 02:27:14	NULL
m1_contact_comment_history	InnoDB	0	0.05	2026-01-30 02:27:15	NULL
m1_contact_commission	InnoDB	0	0.05	2026-01-30 02:27:15	NULL
m1_contact_copy	InnoDB	0	0.17	2026-01-30 02:27:15	NULL
m1_contact_expedition	InnoDB	0	0.02	2026-01-30 02:27:15	NULL
m1_contact_files	InnoDB	0	0.06	2026-01-30 02:27:15	NULL
m1_contact_getdata	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_contact_history	InnoDB	41	0.20	2026-01-30 02:27:15	NULL
m1_contact_point	InnoDB	8	0.02	2026-01-30 02:27:16	NULL
m1_contact_price	InnoDB	0	0.02	2026-01-30 02:27:16	NULL
m1_contact_price_copy	InnoDB	0	0.02	2026-01-30 02:27:16	NULL
m1_contact_price_history	InnoDB	5	0.02	2026-01-30 02:27:16	NULL
m1_contact_price_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_contact_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_contact_terms	InnoDB	0	0.02	2026-01-30 02:27:16	NULL
m1_contact_tmp	InnoDB	0	0.02	2026-01-30 02:27:17	NULL
m1_contact_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_cost_center	InnoDB	5	0.05	2026-01-30 02:27:17	NULL
m1_cost_center_history	InnoDB	0	0.05	2026-01-30 02:27:17	NULL
m1_cost_center_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_cost_center_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_country	InnoDB	3	0.05	2026-01-30 02:27:17	NULL
m1_country_history	InnoDB	0	0.05	2026-01-30 02:27:17	NULL
m1_country_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_currency	InnoDB	7	0.05	2026-01-30 02:27:17	NULL
m1_currency_history	InnoDB	32	0.05	2026-01-30 02:27:17	NULL
m1_currency_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_customer_category	InnoDB	4	0.05	2026-01-30 02:27:18	NULL
m1_customer_category_history	InnoDB	0	0.05	2026-01-30 02:27:18	NULL
m1_customer_category_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_department	InnoDB	0	0.05	2026-01-30 02:27:18	NULL
m1_department_history	InnoDB	0	0.05	2026-01-30 02:27:18	NULL
m1_department_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_designer	InnoDB	0	0.05	2026-01-30 02:27:18	NULL
m1_designer_history	InnoDB	0	0.05	2026-01-30 02:27:18	NULL
m1_diagnosis	InnoDB	0	0.05	2026-01-30 02:27:19	NULL
m1_division	InnoDB	24	0.05	2026-01-30 02:27:19	NULL
m1_division_history	InnoDB	0	0.05	2026-01-30 02:27:19	NULL
m1_division_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_expedition	InnoDB	5	0.02	2026-01-30 02:27:19	NULL
m1_expedition_history	InnoDB	2	0.02	2026-01-30 02:27:20	NULL
m1_files	InnoDB	5	0.02	2026-01-30 02:27:20	NULL
m1_files_copy	InnoDB	0	0.02	2026-01-30 02:27:20	NULL
m1_files_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_icd	InnoDB	0	0.03	2026-01-30 02:27:20	NULL
m1_icd_history	InnoDB	0	0.05	2026-01-30 02:27:20	NULL
m1_index_price	InnoDB	0	0.05	2026-01-30 02:27:20	NULL
m1_index_price_history	InnoDB	0	0.05	2026-01-30 02:27:20	NULL
m1_insurer	InnoDB	0	0.05	2026-01-30 02:27:20	NULL
m1_item	InnoDB	2279	3.84	2026-01-30 02:27:20	NULL
m1_item2	InnoDB	0	0.27	2026-01-30 02:27:46	NULL
m1_item_assembly	InnoDB	0	0.02	2026-01-30 02:27:46	NULL
m1_item_assembly_cd	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_assembly_history	InnoDB	0	0.02	2026-01-30 02:27:46	NULL
m1_item_booking	InnoDB	48	0.02	2026-01-30 02:27:46	NULL
m1_item_booking_po	InnoDB	86	0.02	2026-01-30 02:27:47	NULL
m1_item_branch_costcenter	InnoDB	0	0.05	2026-01-30 02:27:48	NULL
m1_item_c	InnoDB	0	0.27	2026-01-30 02:27:48	NULL
m1_item_category	InnoDB	12	0.05	2026-01-30 02:27:48	NULL
m1_item_category_history	InnoDB	3	0.05	2026-01-30 02:27:49	NULL
m1_item_category_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_category_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_cd	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_copy1	InnoDB	0	0.27	2026-01-30 02:27:49	NULL
m1_item_copy2	InnoDB	0	0.27	2026-01-30 02:27:49	NULL
m1_item_data	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_data_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_description	InnoDB	0	0.05	2026-01-30 02:27:49	NULL
m1_item_flex	InnoDB	0	0.27	2026-01-30 02:27:49	NULL
m1_item_getdata	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_hauling	InnoDB	0	0.27	2026-01-30 02:27:50	NULL
m1_item_hauling_getdata	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_hauling_history	InnoDB	0	0.27	2026-01-30 02:27:50	NULL
m1_item_hauling_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_history	InnoDB	150	0.39	2026-01-30 02:27:50	NULL
m1_item_history_po	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_history_ri	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_history_si	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_history_so	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_information_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_location	InnoDB	11	0.06	2026-01-30 02:27:53	NULL
m1_item_location_history	InnoDB	0	0.06	2026-01-30 02:27:53	NULL
m1_item_location_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_location_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_location_warehouse	InnoDB	11	0.05	2026-01-30 02:27:53	NULL
m1_item_location_warehouse_history	InnoDB	26	0.05	2026-01-30 02:27:53	NULL
m1_item_permission	InnoDB	2	0.02	2026-01-30 02:27:54	NULL
m1_item_permission_history	InnoDB	0	0.02	2026-01-30 02:27:54	NULL
m1_item_picking_list	InnoDB	0	0.02	2026-01-30 02:27:54	NULL
m1_item_price	InnoDB	0	0.02	2026-01-30 02:27:54	NULL
m1_item_price_history	InnoDB	0	0.02	2026-01-30 02:27:54	NULL
m1_item_stock_warehouse	InnoDB	194	0.02	2026-01-30 02:27:54	NULL
m1_item_stock_warehouse_log	InnoDB	0	0.02	2026-01-30 02:27:56	NULL
m1_item_stock_warehouse_v	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_supplier	InnoDB	3	0.05	2026-01-30 02:27:56	NULL
m1_item_supplier_history	InnoDB	5	0.05	2026-01-30 02:27:56	NULL
m1_item_terkait	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_transaction	InnoDB	730	17.38	2026-01-30 02:27:56	NULL
m1_item_transaction_history	InnoDB	207	17.05	2026-01-30 02:28:26	NULL
m1_item_transaksi_terakhir	NULL	NULL	NULL	2026-01-30 02:35:27	NULL
m1_item_type	InnoDB	8	0.03	2026-01-30 02:28:50	NULL
m1_item_type_history	InnoDB	0	0.05	2026-01-30 02:28:50	NULL
m1_item_type_terkait	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_item_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_lab_result	InnoDB	0	0.02	2026-01-30 02:28:50	NULL
m1_labour_cost	InnoDB	0	0.05	2026-01-30 02:28:50	NULL
m1_layanan	InnoDB	0	0.05	2026-01-30 02:28:50	NULL
m1_location	InnoDB	4	0.05	2026-01-30 02:28:50	NULL
m1_location_history	InnoDB	7	0.05	2026-01-30 02:28:50	NULL
m1_location_terkait	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_location_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_machine	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_machine_history	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_material	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_material_history	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_merk	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_merk_history	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_model	InnoDB	0	0.05	2026-01-30 02:28:51	NULL
m1_model_history	InnoDB	0	0.05	2026-01-30 02:28:52	NULL
m1_no_batch_in	InnoDB	153	0.09	2026-01-30 02:28:52	NULL
m1_no_batch_in_getdata	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_no_batch_in_old	InnoDB	0	0.06	2026-01-30 02:28:54	NULL
m1_no_batch_in_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
