m1_notes	nid	n	m1_commission	87	suffix_match
m1_patient	pid	p	m1_contact_tmp	87	suffix_match
m1_reference	rid	r	m1_color	87	suffix_match
m1_reference	rid	r	m1_cost_center	87	suffix_match
m1_reference	rid	r	m1_designer	87	suffix_match
m2_notes	nid	n	m2_realization	87	suffix_match
m2_notes	nid	n	m2_realization_division	87	suffix_match
m2_notes	nid	n	m2_realization_location	87	suffix_match
m2_pengajuan_dana	tid	t	m2_giro_list	87	suffix_match
m2_pengajuan_dana	tid	t	m2_print	87	suffix_match
m2_pengajuan_dana	tid	t	m2_realization_project	87	suffix_match
m2_template	tid	t	m2_giro_list	87	suffix_match
m2_template	tid	t	m2_print	87	suffix_match
m2_template	tid	t	m2_realization_project	87	suffix_match
m2_transaction_journal	tid	t	m2_giro_list	87	suffix_match
m2_transaction_journal	tid	t	m2_print	87	suffix_match
m2_transaction_journal	tid	t	m2_realization_project	87	suffix_match
m2_transaction_journal_history	tid	t	m2_giro_list	87	suffix_match
m2_transaction_journal_history	tid	t	m2_print	87	suffix_match
m2_transaction_journal_history	tid	t	m2_realization_project	87	suffix_match
m2r_analisa_penyusutan	aid	a	m2r_hppglobalsa	87	suffix_match
m2r_analisa_penyusutan	aid	a	m2r_hppgudangsa	87	suffix_match
m2r_analisa_penyusutan	aid	a	m2r_perincian_biaya	87	suffix_match
m2r_ap_card	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_ap_card_detail	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_ap_voucher	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_ap_voucher_aging	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_ap_voucher_aging_detail	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_ap_voucher_detail	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_appostage_card	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_appostage_voucher	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_general_ledger	glid	gl	m2r_penjualan_barang_pertgl	87	suffix_match
m2r_inventory_aging	ksid	s	m2r_aruskas	87	suffix_match
m2r_inventory_aging	ksid	s	m2r_hppglobalms	87	suffix_match
m2r_kartu_stok	ksid	s	m2r_aruskas	87	suffix_match
m2r_kartu_stok	ksid	s	m2r_hppglobalms	87	suffix_match
m2r_laporan_penjualan	kid	k	m2r_hppglobalsk	87	suffix_match
m2r_laporan_penjualan	kid	k	m2r_hppgudangsk	87	suffix_match
m2r_laporan_penjualan	kid	k	m2r_kartu_stok	87	suffix_match
m2r_laporan_penjualan	siid	si	m2r_bb_divisi	87	suffix_match
m2r_laporan_penjualan	siid	si	m2r_hpp_produksi	87	suffix_match
m2r_laporan_penjualan	siid	si	m2r_neraca_mutasi	87	suffix_match
m2r_mutasi_stok	msid	ms	m2r_hppglobalms	87	suffix_match
m2r_mutasi_stok_detail	msid	ms	m2r_hppglobalms	87	suffix_match
m2r_mutasi_stok_sumber	msid	ms	m2r_hppglobalms	87	suffix_match
m2r_penjualan_barang_pertgl	kid	k	m2r_hppglobalsk	87	suffix_match
m2r_penjualan_barang_pertgl	kid	k	m2r_hppgudangsk	87	suffix_match
m2r_penjualan_barang_pertgl	kid	k	m2r_kartu_stok	87	suffix_match
m2r_penjualan_barang_pertgl	siid	si	m2r_bb_divisi	87	suffix_match
m2r_penjualan_barang_pertgl	siid	si	m2r_hpp_produksi	87	suffix_match
m2r_penjualan_barang_pertgl	siid	si	m2r_neraca_mutasi	87	suffix_match
m2r_penjualan_perhari_1	siid	si	m2r_bb_divisi	87	suffix_match
m2r_penjualan_perhari_1	siid	si	m2r_hpp_produksi	87	suffix_match
m2r_penjualan_perhari_1	siid	si	m2r_neraca_mutasi	87	suffix_match
m2r_penjualan_perhari_2	siid	si	m2r_bb_divisi	87	suffix_match
m2r_penjualan_perhari_2	siid	si	m2r_hpp_produksi	87	suffix_match
m2r_penjualan_perhari_2	siid	si	m2r_neraca_mutasi	87	suffix_match
m2r_umpembelian_card	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m2r_umpembelian_voucher	apid	ap	m2r_mutasi_stok_rekap	87	suffix_match
m4_notes	nid	n	m4_grn	87	suffix_match
m4_pp	ppid	pp	m4_vpp	87	suffix_match
m5_notes	nid	n	m5_sq_out_bahan	87	suffix_match
m6_bom	bomid	bom	m6_pd_bom	87	suffix_match
m6_bom_history	bomid	bom	m6_pd_bom	87	suffix_match
m6_notes	nid	n	m6_bom_in	87	suffix_match
m6_notes	nid	n	m6_itembom_in	87	suffix_match
m6_notes	nid	n	m6_mrn	87	suffix_match
m7_asset	aid	a	m7_da	87	suffix_match
m7_asset	aid	a	m7_dsa	87	suffix_match
m7_asset	aid	a	m7_ia	87	suffix_match
m7_asset_history	aid	a	m7_da	87	suffix_match
m7_asset_history	aid	a	m7_dsa	87	suffix_match
m7_asset_history	aid	a	m7_ia	87	suffix_match
m7_notes	nid	n	m7_asset_transaction	87	suffix_match
m9_konsolidasi_barang	kbid	b	m9_setting_db	87	suffix_match
m_10_al	alid	al	m_12_ai_additional	87	suffix_match
m_10_attendance_status	skid	sk	m_11_isk	87	suffix_match
m_10_attendance_status	skid	sk	m_11_sk	87	suffix_match
m_10_em	emid	em	m_10_rem	87	suffix_match
m_10_em	emid	em	m_12_pos_additional_item	87	suffix_match
m_10_em	emid	em	m_12_pos_bonus_item	87	suffix_match
m_10_employee	kid	k	m_11_ak	87	suffix_match
m_10_employee	kid	k	m_11_isk	87	suffix_match
m_10_employee	kid	k	m_11_rk	87	suffix_match
m_10_er	erid	er	m_10_service_provider	87	suffix_match
m_10_er	erid	er	m_12_pos_discount_category_customer	87	suffix_match
m_10_pe	peid	pe	m_10_employee_type	87	suffix_match
m_10_pe	peid	pe	m_10_job_test_type	87	suffix_match
m_10_pe	peid	pe	m_10_leave_type	87	suffix_match
m_11_kj_history	kjid	j	m_11_kj	87	suffix_match
m_11_km	kmid	m	m_10_em	87	suffix_match
m_11_km	kmid	m	m_10_rem	87	suffix_match
m_11_km	kmid	m	m_11_rm	87	suffix_match
m_11_km_history	kmid	m	m_10_em	87	suffix_match
m_11_km_history	kmid	m	m_10_rem	87	suffix_match
m_11_km_history	kmid	m	m_11_km	87	suffix_match
m_11_kw	kwid	w	m_10_ew	87	suffix_match
m_11_lu_history	luid	lu	m_11_lu	87	suffix_match
m_11_pb	pvid	pv	m_12_ppv	87	suffix_match
m_11_pb_	pbid	pb	m_11_pb	87	suffix_match
m_11_sk	skid	sk	m_11_isk	87	suffix_match
m_12_bi	biid	bi	m_12_sbi	87	suffix_match
m_12_bi_history	biid	bi	m_12_bi	87	suffix_match
m_12_bi_history	biid	bi	m_12_sbi	87	suffix_match
m_12_cpa_history	cpaid	cpa	m_12_cpa	87	suffix_match
m_12_di_history	diid	di	m_12_di	87	suffix_match
m_12_lp_history	paid	pa	m_12_cpa	87	suffix_match
m_12_lp_history	paid	pa	m_12_ppa	87	suffix_match
m_12_pos_additional_item	aiid	ai	m_12_ai	87	suffix_match
m_12_pos_bonus_item	biid	bi	m_12_bi	87	suffix_match
m_12_pos_bonus_item	biid	bi	m_12_sbi	87	suffix_match
m_12_pos_bonus_trans	biid	bi	m_12_bi	87	suffix_match
m_12_pos_bonus_trans	biid	bi	m_12_sbi	87	suffix_match
m_12_pos_special_price	biid	bi	m_12_bi	87	suffix_match
m_12_pos_special_price	biid	bi	m_12_sbi	87	suffix_match
m_12_ppa_history	paid	pa	m_12_cpa	87	suffix_match
m_12_ppa_history	paid	pa	m_12_ppa	87	suffix_match
m_12_st_history	diid	di	m_12_di	87	suffix_match
m1_icd	iid	i	m1_diagnosis	85	suffix_match
m1_icd_history	iid	i	m1_diagnosis	85	suffix_match
m1_insurer	iid	i	m1_diagnosis	85	suffix_match
m4_notes	nid	n	m4_po_trans	85	suffix_match
m4_notes	nid	n	m4_pr_trans	85	suffix_match
m7_te	teid	te	m7_notes	85	suffix_match
m_10_et	etid	et	m_10_ets	85	suffix_match
ak_tmp	akid	ak	m_11_ak	82	suffix_match
businessunits	UnitId	unit	m1_unit	82	suffix_match
contacts	ContactId	contact	m1_contact	82	suffix_match
contacts	UserId	user	m0_user	82	suffix_match
dataauditlog	LogId	log	m0_hitungulang_log	82	suffix_match
dataauditlog	LogId	log	m0_userlog	82	suffix_match
dataauditlog	LogId	log	m1_item_stock_warehouse_log	82	suffix_match
dataauditlog	UserId	user	m0_user	82	suffix_match
languages	LanguageId	language	m0_language	82	suffix_match
lb_tmp	lbid	lb	m_11_lb	82	suffix_match
lu_tmp	luid	lu	m_11_lu	82	suffix_match
m0_config	cid	c	m1_item_c	82	suffix_match
m0_config	cid	c	m2_rgc	82	suffix_match
m0_dashboardmail	did	d	m1_bed	82	suffix_match
m0_language_detail	ldid	ld	m1_no_batch_in_old	82	suffix_match
m0_language_detail	ldid	ld	m1_no_serial_in_old	82	suffix_match
m0_module	mid	m	m13_study_program	82	suffix_match
m0_permissions_custom	pcid	pc	m4_ipc	82	suffix_match
m0_permissions_custom	pcid	pc	m_10_pc	82	suffix_match
m0_report_filter	fid	f	m3_rf	82	suffix_match
m0_report_filter_copy1	fid	f	m3_rf	82	suffix_match
m0_role_menu_s	rmid	rm	m1_trm	82	suffix_match
m0_role_menu_s	rmid	rm	m2_rm	82	suffix_match
m0_role_menu_s	rmid	rm	m_11_rm	82	suffix_match
m0_role_menu_s_copy1	rmid	rm	m1_trm	82	suffix_match
m0_role_menu_s_copy1	rmid	rm	m2_rm	82	suffix_match
m0_role_menu_s_copy1	rmid	rm	m_11_rm	82	suffix_match
m0_sentence_stranslate	stid	st	m1_item_picking_list	82	suffix_match
m0_sentence_stranslate	stid	st	m1_labour_cost	82	suffix_match
m0_sentence_stranslate	stid	st	m1_other_cost	82	suffix_match
m0_sentence_stranslate_copy1	stid	st	m1_item_picking_list	82	suffix_match
m0_sentence_stranslate_copy1	stid	st	m1_labour_cost	82	suffix_match
m0_sentence_stranslate_copy1	stid	st	m1_other_cost	82	suffix_match
m0_sentence_translate	stid	st	m1_item_picking_list	82	suffix_match
m0_sentence_translate	stid	st	m1_labour_cost	82	suffix_match
m0_sentence_translate	stid	st	m1_other_cost	82	suffix_match
m0_si	siid	si	m13_si	82	suffix_match
m0_si	siid	si	m2r_bb_divisi	82	suffix_match
m13_py	pyid	py	0_coasupplier_copy	82	suffix_match
m13_py	pyid	py	m0_report_copy	82	suffix_match
m13_py	pyid	py	m0_userlogin_copy	82	suffix_match
m13_si	siid	si	m0_jenismutasi	82	suffix_match
m13_si	siid	si	m0_si	82	suffix_match
m13_si	siid	si	m2r_bb_divisi	82	suffix_match
m13_si_history	siid	si	m0_jenismutasi	82	suffix_match
m13_si_history	siid	si	m0_si	82	suffix_match
m13_student_category	scid	sc	m_10_sc	82	suffix_match
m13_student_category_history	scid	sc	m_10_sc	82	suffix_match
m14_ang	angid	ang	0_coabarang	82	suffix_match
m14_ang	angid	ang	m0_menu_lang	82	suffix_match
m14_ang	angid	ang	m0_menu_s_lang	82	suffix_match
m1_coa	cid	c	m0_statistic	82	suffix_match
m1_coa	cid	c	m2_rgc	82	suffix_match
m1_coa_copy1	cid	c	m0_statistic	82	suffix_match
m1_coa_copy1	cid	c	m2_rgc	82	suffix_match
m1_coa_history	cid	c	m0_statistic	82	suffix_match
m1_coa_history	cid	c	m2_rgc	82	suffix_match
m1_colleague	cid	c	m0_statistic	82	suffix_match
m1_colleague	cid	c	m2_rgc	82	suffix_match
m1_contact	kid	k	m0_struk	82	suffix_match
m1_contact_copy	kid	k	m0_struk	82	suffix_match
m1_contact_history	kid	k	m0_struk	82	suffix_match
m1_contact_tmp	kid	k	m0_struk	82	suffix_match
m1_icd	iid	i	0_updatebarangjuni	82	suffix_match
m1_icd	iid	i	m0_jenismutasi	82	suffix_match
m1_icd_history	iid	i	0_updatebarangjuni	82	suffix_match
m1_icd_history	iid	i	m0_jenismutasi	82	suffix_match
m1_insurer	iid	i	0_updatebarangjuni	82	suffix_match
m1_insurer	iid	i	m0_jenismutasi	82	suffix_match
m1_item	bid	b	m0_versi_db	82	suffix_match
m1_item	bid	b	m2_cb	82	suffix_match
m1_item	bid	b	m3_ib	82	suffix_match
m1_item2	bid	b	m0_versi_db	82	suffix_match
m1_item2	bid	b	m2_cb	82	suffix_match
m1_item2	bid	b	m3_ib	82	suffix_match
