mnmoduleid	mnid	mnname	mnurl	mnidtransaksi	code_from_name	code_from_url	mapped_table	table_exists	mapping_source	notes
3	31	KPI Warehouse	mod/m3/m3_KPIWarehouse.swf	31				NO		no_direct_mapping
3	54	Data Kartu Barang Serial	mod/m3/m3_DataKartuStokSerial.swf	54		KARTUSTOKSERIAL		NO		url_code_not_found
