m2r_appostage_card	apstatuslunas	tinyint	tinyint	NO	status
m2r_appostage_voucher	apstatuslunas	tinyint	tinyint	NO	status
m2r_ar_card	arstatuslunas	tinyint	tinyint	NO	status
m2r_ar_card_detail	arstatuslunas	tinyint	tinyint	NO	status
m2r_ar_voucher	arstatuslunas	tinyint	tinyint	NO	status
m2r_ar_voucher_aging	arstatuslunas	tinyint	tinyint	NO	status
m2r_ar_voucher_aging_detail	arstatuslunas	tinyint	tinyint	NO	status
m2r_ar_voucher_detail	arstatuslunas	tinyint	tinyint	NO	status
m2r_arpostage_card	arstatuslunas	tinyint	tinyint	NO	status
m2r_arpostage_voucher	arstatuslunas	tinyint	tinyint	NO	status
m2r_bp_card	bpstatuslunas	tinyint	tinyint	NO	status
m2r_general_ledger_detail	bpstatuslunas	tinyint	tinyint	NO	status
m2r_giro_voucher	glstatus	tinyint	tinyint	NO	status
m2r_giro_voucher	glstatussebelumnya	tinyint	tinyint	NO	status
m2r_giro_voucher_aging	glstatus	tinyint	tinyint	NO	status
m2r_giro_voucher_aging	glstatussebelumnya	tinyint	tinyint	NO	status
m2r_ip_card	arstatuslunas	tinyint	tinyint	NO	status
m2r_ip_list	pvcustomer	bigint	bigint	YES	actor
m2r_ip_list	pvcustomerkode	varchar	varchar(250)	YES	actor
m2r_ip_list	pvcustomernama	varchar	varchar(250)	YES	actor
m2r_ip_list	ipstatusbayar	tinyint	tinyint	NO	status
m2r_ip_voucher	arstatuslunas	tinyint	tinyint	NO	status
m2r_komisi_abd	salesmankode	varchar	varchar(250)	YES	actor
m2r_komisi_abd	salesmannama	varchar	varchar(250)	YES	actor
m2r_komisi_abd	customerkode	varchar	varchar(250)	YES	actor
m2r_komisi_abd	customernama	varchar	varchar(250)	YES	actor
m2r_komisi_limo	idsalesman	bigint	bigint	NO	actor
m2r_komisi_limo	kodesalesman	varchar	varchar(250)	YES	actor
m2r_komisi_limo	namasalesman	varchar	varchar(250)	YES	actor
m2r_komisi_limo	idcustomer	bigint	bigint	NO	actor
m2r_komisi_limo	kodecustomer	varchar	varchar(250)	NO	actor
m2r_komisi_limo	namacustomer	varchar	varchar(250)	NO	actor
m2r_laporan_penjualan	kkategoricustomer	varchar	varchar(250)	NO	actor
m2r_lr_invoice_detail	lrnamacustomer	varchar	varchar(250)	YES	actor
m2r_lr_invoice_global	lrnamacustomer	varchar	varchar(500)	YES	actor
m2r_mutasi_keuangan	mkstatus	int	int	YES	status
m2r_mutasi_keuangan	mkstatusnama	varchar	varchar(250)	YES	status
m2r_mutasi_stok_sumber	msvendor	varchar	varchar(250)	YES	actor
m2r_mutasi_stok_sumber	msvendornama	varchar	varchar(250)	YES	actor
m2r_mutasi_stok_sumber	msclass	varchar	varchar(250)	YES	classification
